review_id,entity_type,entity_text,start_position,end_position,context
2302,ARMREST,armrests,4,12,The armrests provides premium and works fl
2303,ARMREST,arm rest,4,12,The arm rest has {technical_spec} that {te
2304,ARMREST,arm-rest,12,20,I think the arm-rest has {technical_spec} that {te
2305,ARMREST,armrests,4,12,The armrests design includes {feature} whi
2306,ARMREST,arm rest,4,12,The arm rest is {comparative_adj} than {pr
2307,ARMREST,armrests,4,12,The armrests design includes {feature} whi
2308,ARMREST,elbow rest,27,37,"Unlike {alternative}, this elbow rest {advantage}"
2309,ARMREST,armrests,4,12,The armrests design includes {feature} whi
2310,ARMREST,arm support,13,24,"Overall, the arm support design includes {feature} whi"
2311,ARMREST,arm rest,52,60," a technical perspective, the arm rest {technical_assessment} overal"
2312,ARMREST,arm-rest,4,12,The arm-rest is {comparative_adj} than {pr
2313,ARMREST,elbow rest,37,47,"y, unlike {alternative}, this elbow rest {advantage}"
2314,ARMREST,armrests,19,27,"Unfortunately, the armrests is {defect} for comfort"
2315,ARMREST,elbow rest,4,14,The elbow rest doesn't work properly and cre
2316,ARMREST,arm-rest,4,12,The arm-rest is {comparative_adj} than {pr
2317,ARMREST,armrest,4,11,The armrest design includes {feature} whi
2318,ARMREST,arm-rest,27,35,"Unlike {alternative}, this arm-rest {advantage}"
2319,ARMREST,elbow rest,4,14,The elbow rest provides premium and exceeds 
2320,ARMREST,armrest,13,20,"Overall, the armrest is {comparative_adj} than {pr"
2321,ARMREST,armrest,4,11,The armrest provides responsive and provi
2322,ARMREST,arm support,34,45," a technical perspective, the arm support {technical_assessment}"
2323,ARMREST,arm support,4,15,The arm support {malfunction} especially when
2324,ARMREST,arm support,4,15,The arm support works responsive and works fl
2325,ARMREST,armrests,4,12,The armrests delivers durable and provides
2326,ARMREST,arm rest,31,39,"ompared to {comparison}, this arm rest is {comparison_result}"
2327,ARMREST,elbow rest,16,26,i {dislike} the elbow rest because it {issue}
2328,ARMREST,arm rest,13,21,"Overall, the arm rest is {comparative_adj} than {pr"
2329,ARMREST,armrests,4,12,The armrests design includes {feature} whi
2330,ARMREST,armrest,4,11,The armrest quality is better than the lu
2331,ARMREST,armrest,4,11,The armrest quality is better than the se
2332,ARMREST,arm-rest,9,17,Both the arm-rest and massage function need imp
2333,ARMREST,elbow rest,4,14,The elbow rest and other features work well 
2334,ARMREST,elbow rest,4,14,The elbow rest quality is better than the fo
2335,ARMREST,armrest,4,11,The armrest works but the cushioning does
2336,ARMREST,arm support,9,20,Both the arm support and reclining function need i
2337,ARMREST,elbow rest,4,14,The elbow rest and other features work well 
2338,ARMREST,armrest,4,11,The armrest quality is better than the se
2339,ARMREST,arm-rest,4,12,The arm-rest works but the lumbar doesn't
2340,ARMREST,arm support,4,15,The arm support works but the head support do
2341,ARMREST,arm support,9,20,Both the arm support and head support need improve
2342,ARMREST,armrests,4,12,The armrests works but the seatback doesn'
2343,ARMREST,arm support,35,46,"e the broken seat warmer, the arm support functions properly"
2344,ARMREST,arm-rest,34,42,"ke the broken work table, the arm-rest functions properly"
2345,ARMREST,arm rest,4,12,The arm rest and other features work well 
2346,ARMREST,armrest,4,11,The armrest and other features work well 
2347,ARMREST,armrests,4,12,The armrests quality is better than the he
2348,ARMREST,elbow rest,4,14,The elbow rest works but the headrest doesn'
2349,ARMREST,arm support,4,15,The arm support works but the fold down table
2350,HEADREST,neckrest,27,35,"Unlike {alternative}, this neckrest {advantage}"
2351,HEADREST,head support,15,27,"{overall}, the head support is premium for daily use"
2352,HEADREST,headrest,34,42," a technical perspective, the headrest {technical_assessment}"
2353,HEADREST,head support,27,39,"Unlike {alternative}, this head support {advantage} really."
2354,HEADREST,headrests,21,30,"Honestly, i love the headrests because it provides excellent"
2355,HEADREST,neckrest,12,20,I think the neckrest design includes {feature} whi
2356,HEADREST,headrests,4,13,The headrests is {comparative_adj} than {pr
2357,HEADREST,head support,41,53,"ompared to {comparison}, this head support is {comparison_result} really"
2358,HEADREST,head support,14,26,"Honestly, the head support {malfunction} especially when"
2359,HEADREST,neckrest,4,12,The neckrest design includes {feature} whi
2360,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result}"
2361,HEADREST,neckrest,4,12,The neckrest is {comparative_adj} than {pr
2362,HEADREST,head support,13,25,"Overall, the head support design includes {feature} whi"
2363,HEADREST,neckrest,4,12,The neckrest design includes {feature} whi
2364,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result}."
2365,HEADREST,neckrest,4,12,The neckrest design includes {feature} whi
2366,HEADREST,neck support,4,16,The neck support design includes {feature} whi
2367,HEADREST,neckrest,12,20,I enjoy the neckrest because it provides excellent
2368,HEADREST,neckrest,27,35,"Unlike {alternative}, this neckrest {advantage}"
2369,HEADREST,head support,34,46," a technical perspective, the head support {technical_assessment} for su"
2370,HEADREST,head support,27,39,"Unlike {alternative}, this head support {advantage}"
2371,HEADREST,headrest,52,60," a technical perspective, the headrest {technical_assessment}"
2372,HEADREST,headrest,4,12,The headrest design includes {feature} whi
2373,HEADREST,neckrest,13,21,"Overall, the neckrest has {technical_spec} that {te"
2374,HEADREST,headrest,13,21,"Overall, the headrest is {comparative_adj} than {pr"
2375,HEADREST,neckrest,19,27,"Unfortunately, the neckrest is {defect} for long trips"
2376,HEADREST,headrest,4,12,The headrest has {technical_spec} that {te
2377,HEADREST,neckrest,12,20,I think the neckrest is {comparative_adj} than {pr
2378,HEADREST,head support,4,16,the head support {malfunction} especially when
2379,HEADREST,head-rest,24,33,"Overall, {overall}, the head-rest is responsive for daily use"
2380,HEADREST,headrest,12,20,I think the headrest {function} perfectly when res
2381,HEADREST,headrest,27,35,"Unlike {alternative}, this headrest {advantage}"
2382,HEADREST,headrest,4,12,The headrest design includes {feature} whi
2383,HEADREST,headrests,4,13,The headrests {function} perfectly when res
2384,HEADREST,headrests,4,13,The headrests has {technical_spec} that {te
2385,HEADREST,neckrest,14,22,"Actually, the neckrest works premium and exceeds exp"
2386,HEADREST,neckrest,31,39,"ompared to {comparison}, this neckrest is {comparison_result} really"
2387,HEADREST,headrests,4,13,The headrests {malfunction} especially when
2388,HEADREST,head-rest,4,13,The head-rest is {comparative_adj} than {pr
2389,HEADREST,neckrest,4,12,The neckrest functions responsive and exce
2390,HEADREST,neck support,4,16,The neck support is {comparative_adj} than {pr
2391,HEADREST,neckrest,34,42," a technical perspective, the neckrest {technical_assessment}"
2392,HEADREST,headrests,14,23,"Honestly, the headrests is {comparative_adj} than {pr"
2393,HEADREST,head support,31,43,"ompared to {comparison}, this head support is {comparison_result} really"
2394,HEADREST,headrest,4,12,The headrest design includes {feature} whi
2395,HEADREST,headrest,21,29,I think i prefer the headrest because it provides excellent
2396,HEADREST,neckrest,31,39,"ompared to {comparison}, this neckrest is {comparison_result}"
2397,HEADREST,neckrest,22,30,"In my experience, the neckrest {malfunction} especially when"
2398,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result} for su"
2399,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result}."
2400,HEADREST,head support,27,39,"Unlike {alternative}, this head support {advantage} in my opinion."
2401,HEADREST,neck support,4,16,The neck support has {technical_spec} that {te
2402,HEADREST,headrest,4,12,The headrest has {technical_spec} that {te
2403,HEADREST,neckrest,17,25,I appreciate the neckrest because it provides excellent
2404,HEADREST,neckrest,19,27,"Unfortunately, the neckrest is {defect} for work"
2405,HEADREST,headrest,4,12,The headrest has {technical_spec} that {te
2406,HEADREST,neckrest,11,19,I love the neckrest because it provides excellent
2407,HEADREST,neckrest,4,12,The neckrest has {technical_spec} that {te
2408,HEADREST,headrest,35,43,"nk unlike {alternative}, this headrest {advantage}"
2409,HEADREST,head-rest,4,13,The head-rest is {comparative_adj} than {pr
2410,HEADREST,headrests,14,23,"Honestly, the headrests design includes {feature} whi"
2411,HEADREST,headrests,4,13,The headrests is {comparative_adj} than {pr
2412,HEADREST,headrests,4,13,The headrests design includes {feature} whi
2413,HEADREST,headrest,22,30,"In my experience, the headrest is {comparative_adj} than {pr"
2414,HEADREST,neckrest,42,50," a technical perspective, the neckrest {technical_assessment}"
2415,HEADREST,neckrest,15,23,"{overall}, the neckrest is comfortable for long trips"
2416,HEADREST,headrests,44,53," a technical perspective, the headrests {technical_assessment}"
2417,HEADREST,head-rest,34,43," a technical perspective, the head-rest {technical_assessment}"
2418,HEADREST,neckrest,4,12,The neckrest design includes {feature} whi
2419,HEADREST,neck support,14,26,"Honestly, the neck support is {comparative_adj} than {pr"
2420,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result}"
2421,HEADREST,headrests,4,13,The headrests design includes {feature} whi
2422,HEADREST,head support,4,16,The head support design includes {feature} whi
2423,HEADREST,headrest,27,35,"Unlike {alternative}, this headrest {advantage}"
2424,HEADREST,headrest,34,42," a technical perspective, the headrest {technical_assessment}."
2425,HEADREST,head support,13,25,I prefer the head support because it provides excellent
2426,HEADREST,headrests,31,40,"ompared to {comparison}, this headrests is {comparison_result}"
2427,HEADREST,headrest,4,12,The headrest is {comparative_adj} than {pr
2428,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result}"
2429,HEADREST,headrest,20,28,"Overall, i love the headrest because it provides excellent"
2430,HEADREST,head support,31,43,"ompared to {comparison}, this head support is {comparison_result}"
2431,HEADREST,neckrest,4,12,The neckrest is {comparative_adj} than {pr
2432,HEADREST,head support,13,25,I prefer the head support because it provides excellent
2433,HEADREST,headrest,44,52," a technical perspective, the headrest {technical_assessment}"
2434,HEADREST,head support,4,16,The head support is {comparative_adj} than {pr
2435,HEADREST,headrests,31,40,"ompared to {comparison}, this headrests is {comparison_result}"
2436,HEADREST,headrest,4,12,The headrest is {comparative_adj} than {pr
2437,HEADREST,headrests,4,13,The headrests has {technical_spec} that {te
2438,HEADREST,neckrest,19,27,"Unfortunately, the neckrest is {defect} for work"
2439,HEADREST,head support,16,28,I {dislike} the head support because it {issue}
2440,HEADREST,head-rest,34,43," a technical perspective, the head-rest {technical_assessment}"
2441,HEADREST,head support,34,46," a technical perspective, the head support {technical_assessment}"
2442,HEADREST,headrest,39,47,"ompared to {comparison}, this headrest is {comparison_result}"
2443,HEADREST,headrests,37,46,"xperience, unfortunately, the headrests is {defect} for comfort."
2444,HEADREST,head support,31,43,"ompared to {comparison}, this head support is {comparison_result} for su"
2445,HEADREST,headrests,31,40,"ompared to {comparison}, this headrests is {comparison_result} in my "
2446,HEADREST,headrest,27,35,"I think unfortunately, the headrest is {defect} for long trips"
2447,HEADREST,neckrest,4,12,The neckrest is {comparative_adj} than {pr
2448,HEADREST,head-rest,15,24,"{overall}, the head-rest is comfortable for work"
2449,HEADREST,head-rest,16,25,I {dislike} the head-rest because it {issue}
2450,HEADREST,head support,4,16,The head support {malfunction} especially when
2451,HEADREST,neckrest,31,39,"ompared to {comparison}, this neckrest is {comparison_result}"
2452,HEADREST,head support,19,31,"Unfortunately, the head support is {defect} for long trips re"
2453,HEADREST,headrest,12,20,I think the headrest is {comparative_adj} than {pr
2454,HEADREST,neckrest,4,12,The neckrest has {technical_spec} that {te
2455,HEADREST,neck support,4,16,The neck support is {comparative_adj} than {pr
2456,HEADREST,headrest,19,27,"Unfortunately, the headrest is {defect} for comfort"
2457,HEADREST,head-rest,39,48,"ompared to {comparison}, this head-rest is {comparison_result}"
2458,HEADREST,neckrest,15,23,"{overall}, the neckrest is smooth for long trips"
2459,HEADREST,head-rest,4,13,The head-rest design includes {feature} whi
2460,HEADREST,head support,34,46," a technical perspective, the head support {technical_assessment}"
2461,HEADREST,neckrest,4,12,The neckrest has {technical_spec} that {te
2462,HEADREST,headrest,4,12,The headrest has {technical_spec} that {te
2463,HEADREST,headrest,4,12,The headrest is {comparative_adj} than {pr
2464,HEADREST,headrest,49,57,"ompared to {comparison}, this headrest is {comparison_result}"
2465,HEADREST,headrest,4,12,The headrest {function} perfectly when res
2466,HEADREST,head support,44,56," a technical perspective, the head support {technical_assessment}"
2467,HEADREST,headrest,49,57,"ompared to {comparison}, this headrest is {comparison_result} in my "
2468,HEADREST,head support,13,25,I prefer the head support because it provides excellent
2469,HEADREST,head support,4,16,The head support has {technical_spec} that {te
2470,HEADREST,neckrest,14,22,"Actually, the neckrest is {comparative_adj} than {pr"
2471,HEADREST,neckrest,4,12,The neckrest has {technical_spec} that {te
2472,HEADREST,head-rest,34,43,"y experience, i {dislike} the head-rest because it {issue}"
2473,HEADREST,head support,4,16,The head support has {technical_spec} that {te
2474,HEADREST,neckrest,34,42," a technical perspective, the neckrest {technical_assessment}"
2475,HEADREST,head support,31,43,"ompared to {comparison}, this head support is {comparison_result}."
2476,HEADREST,neckrest,13,21,"Overall, the neckrest doesn't work properly and cre"
2477,HEADREST,headrest,4,12,The headrest is {comparative_adj} than {pr
2478,HEADREST,headrest,27,35,"Unlike {alternative}, this headrest {advantage}."
2479,HEADREST,headrest,4,12,The headrest has {technical_spec} that {te
2480,HEADREST,head support,4,16,The head support has {technical_spec} that {te
2481,HEADREST,neck support,4,16,The neck support {malfunction} especially when
2482,HEADREST,neckrest,4,12,The neckrest design includes {feature} whi
2483,HEADREST,head support,4,16,The head support has {technical_spec} that {te
2484,HEADREST,neck support,11,23,I love the neck support because it provides excellent
2485,HEADREST,headrest,4,12,The headrest doesn't work properly and cre
2486,HEADREST,neckrest,13,21,"Overall, the neckrest design includes {feature} whi"
2487,HEADREST,headrest,27,35,"Unlike {alternative}, this headrest {advantage} for sure."
2488,HEADREST,neckrest,29,37,"Actually, unfortunately, the neckrest is {defect} for work"
2489,HEADREST,headrest,4,12,The headrest doesn't work properly and cre
2490,HEADREST,neckrest,14,22,"Actually, the neckrest {function} perfectly when wor"
2491,HEADREST,headrests,41,50,"ompared to {comparison}, this headrests is {comparison_result}"
2492,HEADREST,headrest,12,20,I enjoy the headrest because it provides excellent
2493,HEADREST,headrest,4,12,The headrest works smooth and works flawle
2494,HEADREST,headrest,4,12,The headrest has {technical_spec} that {te
2495,HEADREST,head support,27,39,"Unlike {alternative}, this head support {advantage}"
2496,HEADREST,head-rest,4,13,The head-rest performs durable and exceeds 
2497,HEADREST,head-rest,4,13,The head-rest performs excellent and works 
2498,HEADREST,neckrest,34,42," a technical perspective, the neckrest {technical_assessment}"
2499,HEADREST,head support,4,16,The head support is {comparative_adj} than {pr
2500,HEADREST,neck support,27,39,"Unlike {alternative}, this neck support {advantage}"
2501,HEADREST,head support,4,16,The head support performs comfortable and work
2502,HEADREST,headrest,4,12,The headrest is {comparative_adj} than {pr
2503,HEADREST,headrest,16,24,I {dislike} the headrest because it {issue}
2504,HEADREST,head support,4,16,the head support has {technical_spec} that {te
2505,HEADREST,headrests,43,52," a technical perspective, the headrests {technical_assessment}"
2506,HEADREST,neckrest,16,24,I {dislike} the neckrest because it {issue}
2507,HEADREST,head-rest,37,46,"y, unlike {alternative}, this head-rest {advantage}"
2508,HEADREST,headrest,13,21,"Overall, the headrest works premium and provides gr"
2509,HEADREST,headrests,31,40,"ompared to {comparison}, this headrests is {comparison_result}"
2510,HEADREST,headrests,36,45,"l, unlike {alternative}, this headrests {advantage}"
2511,HEADREST,neckrest,4,12,The neckrest design includes {feature} whi
2512,HEADREST,headrests,4,13,The headrests performs comfortable and exce
2513,HEADREST,head support,16,28,I {dislike} the head support because it {issue} really.
2514,HEADREST,headrest,34,42," a technical perspective, the headrest {technical_assessment}"
2515,HEADREST,head support,4,16,The head support is {comparative_adj} than {pr
2516,HEADREST,neckrest,13,21,I prefer the neckrest because it provides excellent
2517,HEADREST,headrests,27,36,"Unlike {alternative}, this headrests {advantage}"
2518,HEADREST,headrest,31,39,"ompared to {comparison}, this headrest is {comparison_result}"
2519,HEADREST,head support,4,16,The head support is {comparative_adj} than {pr
2520,HEADREST,headrest,34,42," a technical perspective, the headrest {technical_assessment}."
2521,HEADREST,head support,31,43,"ompared to {comparison}, this head support is {comparison_result}"
2522,HEADREST,headrests,34,43," a technical perspective, the headrests {technical_assessment}"
2523,HEADREST,neckrest,34,42," a technical perspective, the neckrest {technical_assessment}"
2524,HEADREST,headrest,4,12,The headrest is {comparative_adj} than {pr
2525,HEADREST,headrests,37,46,"xperience, unfortunately, the headrests is {defect} for daily use"
2526,HEADREST,headrest,22,30,"In my experience, the headrest is {comparative_adj} than {pr"
2527,HEADREST,headrest,4,12,The headrest {function} perfectly when res
2528,HEADREST,headrests,16,25,I {dislike} the headrests because it {issue} overall.
2529,HEADREST,neck support,4,16,the neck support is {comparative_adj} than {pr
2530,HEADREST,headrest,32,40,"like the broken backrest, the headrest functions properly"
2531,HEADREST,neckrest,33,41,"ike the broken reclining, the neckrest functions properly"
2532,HEADREST,headrests,4,13,The headrests and other features work well 
2533,HEADREST,headrests,36,45," the broken seat heating, the headrests functions properly"
2534,HEADREST,headrests,9,18,Both the headrests and seat massage need improve
2535,HEADREST,head support,9,21,Both the head support and seat warmer need improvem
2536,HEADREST,head-rest,4,13,The head-rest works but the lumbar support 
2537,HEADREST,headrest,9,17,Both the headrest and armrests need improvement
2538,HEADREST,neckrest,9,17,Both the neckrest and leather need improvement
2539,HEADREST,head-rest,9,18,Both the head-rest and armrests need improvement
2540,HEADREST,headrests,31,40,"nlike the broken massage, the headrests functions properly"
2541,HEADREST,neckrest,4,12,The neckrest quality is better than the di
2542,HEADREST,head support,4,16,The head support and other features work well 
2543,HEADREST,neck support,9,21,Both the neck support and leather need improvement
2544,HEADREST,head support,4,16,The head support and other features work well 
2545,HEADREST,headrest,4,12,The headrest quality is better than the pa
2546,HEADREST,headrests,4,13,The headrests and other features work well 
2547,HEADREST,head support,9,21,Both the head support and leather need improvement
2548,HEADREST,head support,42,54,"roken lower back support, the head support functions properly"
2549,HEADREST,head-rest,4,13,The head-rest quality is better than the fo
2550,CUSHION,padding,4,11,The padding {malfunction} especially when
2551,CUSHION,cushioning,25,35,"Overall, i {dislike} the cushioning because it {issue}"
2552,CUSHION,bottom,4,10,The bottom has {technical_spec} that {te
2553,CUSHION,bottom,22,28,"In my experience, the bottom is {comparative_adj} than {pr"
2554,CUSHION,cushion,4,11,The cushion design includes {feature} whi
2555,CUSHION,cushion,19,26,"Unfortunately, the cushion is {defect} for daily use"
2556,CUSHION,padding,4,11,The padding design includes {feature} whi
2557,CUSHION,cushion,34,41," a technical perspective, the cushion {technical_assessment}"
2558,CUSHION,base,34,38,"y experience, i {dislike} the base because it {issue}"
2559,CUSHION,cushioning,27,37,"Unlike {alternative}, this cushioning {advantage}"
2560,CUSHION,padded,4,10,The padded is {comparative_adj} than {pr
2561,CUSHION,base,4,8,The base is {comparative_adj} than {pr
2562,CUSHION,padded,39,45,"ompared to {comparison}, this padded is {comparison_result} for su"
2563,CUSHION,bottom,34,40," a technical perspective, the bottom {technical_assessment} in my "
2564,CUSHION,cushion,4,11,The cushion {function} perfectly when wor
2565,CUSHION,cushioning,4,14,The cushioning design includes {feature} whi
2566,CUSHION,padding,34,41," a technical perspective, the padding {technical_assessment}"
2567,CUSHION,base,31,35,"ompared to {comparison}, this base is {comparison_result}"
2568,CUSHION,base,14,18,"Actually, the base doesn't work properly and cre"
2569,CUSHION,cushion,4,11,The cushion {malfunction} especially when
2570,CUSHION,cushions,12,20,I think the cushions {malfunction} especially when
2571,CUSHION,cushion,34,41," a technical perspective, the cushion {technical_assessment}"
2572,CUSHION,cushion,4,11,The cushion works durable and exceeds exp
2573,CUSHION,bottom,34,40," a technical perspective, the bottom {technical_assessment}"
2574,CUSHION,cushions,4,12,The cushions design includes {feature} whi
2575,CUSHION,padding,37,44,"xperience, unfortunately, the padding is {defect} for comfort overa"
2576,CUSHION,padding,27,34,"Unlike {alternative}, this padding {advantage}"
2577,CUSHION,padding,31,38,"ompared to {comparison}, this padding is {comparison_result}"
2578,CUSHION,cushioning,4,14,The cushioning {malfunction} especially when
2579,CUSHION,cushions,31,39,"ompared to {comparison}, this cushions is {comparison_result} overal"
2580,CUSHION,padding,4,11,The padding has {technical_spec} that {te
2581,CUSHION,cushioning,35,45," experience, i appreciate the cushioning because it provides excellent"
2582,CUSHION,seat base,31,40,"ompared to {comparison}, this seat base is {comparison_result} overal"
2583,CUSHION,padding,37,44,"y, unlike {alternative}, this padding {advantage}"
2584,CUSHION,seat base,4,13,The seat base {function} perfectly when res
2585,CUSHION,padding,4,11,The padding {malfunction} especially when
2586,CUSHION,padding,4,11,The padding is {comparative_adj} than {pr
2587,CUSHION,padding,4,11,The padding has {technical_spec} that {te
2588,CUSHION,cushion,36,43,"l, unlike {alternative}, this cushion {advantage} in my opinion."
2589,CUSHION,cushioning,25,35,"Actually, {overall}, the cushioning is smooth for long trips"
2590,CUSHION,padding,4,11,The padding is {comparative_adj} than {pr
2591,CUSHION,base,12,16,I think the base has {technical_spec} that {te
2592,CUSHION,padding,4,11,The padding is {comparative_adj} than {pr
2593,CUSHION,padding,31,38,"ompared to {comparison}, this padding is {comparison_result}"
2594,CUSHION,padded,39,45,"ompared to {comparison}, this padded is {comparison_result}"
2595,CUSHION,padding,4,11,The padding {malfunction} especially when
2596,CUSHION,padding,31,38,"ompared to {comparison}, this padding is {comparison_result}"
2597,CUSHION,padding,27,34,"Unlike {alternative}, this padding {advantage}"
2598,CUSHION,padding,37,44,"xperience, unfortunately, the padding is {defect} for daily use ove"
2599,CUSHION,base,19,23,"Unfortunately, the base is {defect} for daily use"
2600,CUSHION,cushioning,27,37,"Unlike {alternative}, this cushioning {advantage}"
2601,CUSHION,cushion,34,41," a technical perspective, the cushion {technical_assessment} overal"
2602,CUSHION,cushion,15,22,"{overall}, the cushion is responsive for long trips"
2603,CUSHION,cushioning,12,22,i enjoy the cushioning because it provides excellent
2604,CUSHION,padded,31,37,"ompared to {comparison}, this padded is {comparison_result} overal"
2605,CUSHION,cushions,31,39,"ompared to {comparison}, this cushions is {comparison_result}."
2606,CUSHION,padding,4,11,The padding design includes {feature} whi
2607,CUSHION,padding,31,38,"ompared to {comparison}, this padding is {comparison_result}"
2608,CUSHION,padding,34,41,"y experience, i {dislike} the padding because it {issue}."
2609,CUSHION,cushioning,34,44," a technical perspective, the cushioning {technical_assessment}"
2610,CUSHION,padding,42,49," a technical perspective, the padding {technical_assessment}"
2611,CUSHION,cushioning,4,14,The cushioning {function} perfectly when wor
2612,CUSHION,padding,4,11,The padding doesn't work properly and cre
2613,CUSHION,cushion,15,22,"{overall}, the cushion is responsive for daily use i"
2614,CUSHION,padding,4,11,The padding design includes {feature} whi
2615,CUSHION,base,22,26,"In my experience, the base {malfunction} especially when"
2616,CUSHION,cushion,11,18,I love the cushion because it provides excellent
2617,CUSHION,cushions,22,30,"In my experience, the cushions is {comparative_adj} than {pr"
2618,CUSHION,seat base,17,26,I appreciate the seat base because it provides excellent
2619,CUSHION,cushioning,31,41,"ompared to {comparison}, this cushioning is {comparison_result}"
2620,CUSHION,padded,4,10,The padded has {technical_spec} that {te
2621,CUSHION,cushions,31,39,"ompared to {comparison}, this cushions is {comparison_result}"
2622,CUSHION,padding,4,11,The padding is {comparative_adj} than {pr
2623,CUSHION,seat base,4,13,The seat base provides durable and provides
2624,CUSHION,cushion,4,11,The cushion design includes {feature} whi
2625,CUSHION,padding,41,48,"ompared to {comparison}, this padding is {comparison_result}"
2626,CUSHION,cushioning,21,31,"Actually, i love the cushioning because it provides excellent"
2627,CUSHION,padding,4,11,The padding design includes {feature} whi
2628,CUSHION,cushioning,15,25,"{overall}, the cushioning is durable for work"
2629,CUSHION,bottom,19,25,"Unfortunately, the bottom is {defect} for work really."
2630,CUSHION,cushion,25,32,"Actually, {overall}, the cushion is smooth for work"
2631,CUSHION,base,52,56," a technical perspective, the base {technical_assessment} for su"
2632,CUSHION,cushion,4,11,The cushion doesn't work properly and cre
2633,CUSHION,padding,16,23,I {dislike} the padding because it {issue}
2634,CUSHION,cushion,22,29,"In my experience, the cushion has {technical_spec} that {te"
2635,CUSHION,bottom,27,33,"Unlike {alternative}, this bottom {advantage}"
2636,CUSHION,padding,42,49," a technical perspective, the padding {technical_assessment}"
2637,CUSHION,bottom,31,37,"ompared to {comparison}, this bottom is {comparison_result} in my "
2638,CUSHION,padded,40,46,"ompared to {comparison}, this padded is {comparison_result}"
2639,CUSHION,bottom,12,18,I think the bottom doesn't work properly and cre
2640,CUSHION,padding,25,32,"Actually, {overall}, the padding is comfortable for comfort."
2641,CUSHION,cushions,31,39,"ompared to {comparison}, this cushions is {comparison_result}"
2642,CUSHION,padding,37,44,"y, unlike {alternative}, this padding {advantage}."
2643,CUSHION,padding,27,34,"Unlike {alternative}, this padding {advantage}"
2644,CUSHION,cushion,37,44,"y, unlike {alternative}, this cushion {advantage}."
2645,CUSHION,cushion,4,11,The cushion doesn't work properly and cre
2646,CUSHION,cushioning,31,41,"ompared to {comparison}, this cushioning is {comparison_result}"
2647,CUSHION,cushioning,27,37,"Unlike {alternative}, this cushioning {advantage}"
2648,CUSHION,base,16,20,I {dislike} the base because it {issue} really.
2649,CUSHION,cushioning,14,24,"Honestly, the cushioning provides durable and provides"
2650,CUSHION,cushion,4,11,The cushion design includes {feature} whi
2651,CUSHION,cushions,31,39,"ompared to {comparison}, this cushions is {comparison_result}"
2652,CUSHION,padding,4,11,The padding {malfunction} especially when
2653,CUSHION,cushion,35,42,"nk unlike {alternative}, this cushion {advantage}"
2654,CUSHION,cushioning,52,62," a technical perspective, the cushioning {technical_assessment} really"
2655,CUSHION,cushion,14,21,"Honestly, the cushion is {comparative_adj} than {pr"
2656,CUSHION,cushions,4,12,The cushions is {comparative_adj} than {pr
2657,CUSHION,cushioning,19,29,"Unfortunately, the cushioning is {defect} for comfort"
2658,CUSHION,cushioning,4,14,The cushioning is {comparative_adj} than {pr
2659,CUSHION,padding,27,34,"Unlike {alternative}, this padding {advantage}"
2660,CUSHION,padding,4,11,The padding design includes {feature} whi
2661,CUSHION,cushion,4,11,The cushion has {technical_spec} that {te
2662,CUSHION,cushion,34,41," a technical perspective, the cushion {technical_assessment}"
2663,CUSHION,seat base,12,21,I think the seat base has {technical_spec} that {te
2664,CUSHION,bottom,27,33,"Unlike {alternative}, this bottom {advantage}"
2665,CUSHION,base,19,23,"Unfortunately, the base is {defect} for comfort"
2666,CUSHION,padding,14,21,"Honestly, the padding functions excellent and excee"
2667,CUSHION,cushions,34,42," a technical perspective, the cushions {technical_assessment}"
2668,CUSHION,cushioning,25,35,"Actually, {overall}, the cushioning is smooth for daily use"
2669,CUSHION,cushioning,12,22,I think the cushioning has {technical_spec} that {te
2670,CUSHION,cushion,34,41," a technical perspective, the cushion {technical_assessment}"
2671,CUSHION,seat base,19,28,"unfortunately, the seat base is {defect} for comfort"
2672,CUSHION,cushions,14,22,"Actually, the cushions is {comparative_adj} than {pr"
2673,CUSHION,seat base,14,23,"Actually, the seat base has {technical_spec} that {te"
2674,CUSHION,padded,22,28,"In my experience, the padded {malfunction} especially when"
2675,CUSHION,seat base,27,36,"Unlike {alternative}, this seat base {advantage} overall."
2676,CUSHION,padded,4,10,The padded has {technical_spec} that {te
2677,CUSHION,base,4,8,The base has {technical_spec} that {te
2678,CUSHION,padding,4,11,The padding is {comparative_adj} than {pr
2679,CUSHION,seat base,27,36,"Unlike {alternative}, this seat base {advantage} overall."
2680,CUSHION,bottom,27,33,"Unlike {alternative}, this bottom {advantage} overall."
2681,CUSHION,cushions,27,35,"Unlike {alternative}, this cushions {advantage}"
2682,CUSHION,padding,4,11,The padding is {comparative_adj} than {pr
2683,CUSHION,cushioning,31,41,"ompared to {comparison}, this cushioning is {comparison_result}"
2684,CUSHION,cushioning,31,41,"ompared to {comparison}, this cushioning is {comparison_result}"
2685,CUSHION,cushion,41,48,"ompared to {comparison}, this cushion is {comparison_result}"
2686,CUSHION,padded,4,10,The padded is {comparative_adj} than {pr
